,constrained_energy,relaxed_energy,torsion_0,torsion_1,relaxed_torsion_0,relaxed_torsion_1
991,-36.828490391373776,-37.43393364009316,110,120,90,90
992,-36.8509972542015,-37.377419025010425,270,80,300,60
993,-36.7352186896496,-37.428887517574054,220,310,150,210
994,-36.761572018837626,-37.42888908794848,210,240,90,270
995,-36.81289955915108,-37.42888511316829,170,270,90,270
996,-36.723764594003114,-37.43392670412098,0,10,90,90
997,-36.81241956228985,-37.428884700157795,80,180,150,210
998,-36.69553847900485,-37.433892561106035,0,350,90,90
999,-36.7724205744901,-37.42884954626669,240,220,90,270
1000,-36.79652845595368,-37.433884182435634,230,80,150,30
1001,-36.75218258964986,-37.433935956635736,210,10,150,30
1002,-36.75947312102687,-37.38459705327281,310,180,300,210
1003,-36.76670454891061,-37.4288870122013,200,240,90,270
1004,-36.803674995705705,-37.4281698834217,10,80,120,60
1005,-36.71674458258306,-37.43393424686454,250,130,150,30
1006,-36.752954172236855,-37.42888878672804,20,180,150,210
1007,-36.79246187769985,-37.428730047937165,160,210,150,210
1008,-36.747251881760974,-37.38462496383133,330,180,300,210
1009,-36.863896117770196,-37.37742309987158,300,40,300,30
1010,-36.81258978219179,-37.43393453593035,0,70,90,90
1011,-36.79938064109248,-37.42877026155591,150,210,150,210
1012,-36.83616312603593,-37.43393123084854,160,110,150,30
1013,-36.72466358065378,-37.37742020885173,290,140,300,60
1014,-36.7945955144948,-37.81720434268857,60,160,30,180
1015,-36.79809338420503,-37.433934909563135,200,40,150,30
1016,-36.789890332897755,-37.42882122423873,160,200,150,210
1017,-36.810002570931886,-37.43393364075075,240,50,150,30
1018,-36.801201380564265,-37.42888357711408,140,200,150,210
1019,-36.8416204075053,-37.43393778341755,150,110,150,30
1020,-36.816349301040106,-37.428883505598805,90,270,90,270
1021,-36.75765221831506,-37.42887880970562,210,300,90,270
1022,-36.86077069995423,-37.43389346661738,90,90,90,90
1023,-36.81246254381571,-37.43393743156389,240,70,150,30
1024,-36.79444265174314,-37.37744194944062,350,100,300,30
1025,-36.8462663309337,-37.38458052846252,310,270,300,270
1026,-36.84598051157124,-37.43375995208649,150,40,150,30
1027,-36.79308807419423,-37.25983516473494,130,160,120,150
1028,-36.83552879161539,-37.433935297311535,90,110,90,90
1029,-36.71833554043354,-37.38462381948696,280,160,300,210
1030,-36.76087697156788,-37.42887776311116,20,230,90,270
1031,-36.882628734644186,-37.38016875472272,300,240,300,240
1032,-36.80995773641533,-37.428860905922534,80,270,90,270
1033,-36.781639085123004,-37.81720982161099,130,330,210,360
1034,-36.69621541769288,-37.42888924704377,260,330,90,270
1035,-36.78532953577553,-37.43393768405596,150,0,150,30
1036,-36.801238299459044,-37.37743473358182,300,110,300,60
1037,-36.755304285527785,-37.42889046715325,10,200,90,270
1038,-36.70710777261681,-37.81720673614967,240,320,210,360
1039,-36.7884388717992,-37.43392597743704,40,120,90,90
1040,-36.738373421676414,-37.75872802797019,30,320,30,360
1041,-36.85275449244048,-37.433924491830595,100,30,90,90
1042,-36.826713055108854,-37.3846121849254,260,250,300,270
1043,-36.864845405810655,-37.43392812990322,150,90,150,30
1044,-36.75576440598553,-37.42888967858937,220,220,90,270
1045,-36.79939781807312,-37.37744394973933,250,90,300,60
1046,-36.74821050454602,-37.377438565800986,270,120,300,60
1047,-36.75963707494262,-37.428887177966516,10,210,90,270
1048,-36.76557437263733,-37.37743962428581,330,120,300,60
1049,-36.82094615571535,-37.42889115691122,160,280,150,210
1050,-36.80556309562846,-37.81720951346645,100,140,30,180
1051,-36.85743866492274,-37.37734614412133,310,40,300,30
1052,-36.78045771057353,-37.43393678657384,30,30,90,90
1053,-36.83794590367552,-37.43354568469695,140,30,150,30
1054,-36.83019014546622,-37.43380190746757,80,110,90,90
1055,-36.849918440105995,-37.38462120766715,320,260,300,270
1056,-36.793935869808024,-37.43392795713811,70,0,90,90
1057,-36.823885081425374,-37.43375653894395,70,110,90,90
1058,-36.7849824656663,-37.428312331290954,60,0,120,60
1059,-36.71791512258281,-37.384583985404646,240,170,300,270
1060,-36.74083176002736,-37.38462800537354,340,180,300,210
1061,-36.80374223971211,-37.42888993098731,160,240,90,270
1062,-36.764954854847645,-37.81720027872814,190,320,210,360
1063,-36.791204656693935,-37.43393478158677,210,40,150,30
1064,-36.774865381888986,-37.42888237493494,40,270,90,270
1065,-36.75341852480585,-37.42889063703669,20,290,150,210
1066,-36.71470916327587,-37.75873170615603,230,150,210,180
1067,-36.72625217419488,-37.384605855090655,330,310,300,270
1068,-36.8204100589098,-37.428537344047896,90,220,150,210
1069,-36.824184415359724,-37.42466884164506,100,240,120,240
1070,-36.745406994327794,-37.384627253544096,270,180,300,210
1071,-36.8313068418573,-37.3773496997365,310,100,300,60
1072,-36.80126089992365,-37.428879811769434,100,300,90,270
1073,-36.8773735039168,-37.37744378812312,290,80,300,60
1074,-36.73796746172917,-37.38455657073419,290,310,300,270
1075,-36.79723522756524,-37.424144549378894,120,310,120,240
1076,-36.7534979989359,-37.42888913424915,210,200,90,270
1077,-36.81394993460347,-37.43393068521411,170,30,150,30
1078,-36.789771233621536,-37.43393655588628,20,100,90,90
1079,-36.79805278960123,-37.38462342712302,340,270,300,270
1080,-36.80322318437834,-37.8171998138703,80,140,30,180
1081,-36.71930095116875,-37.42888850624979,0,310,150,210
1082,-36.764336723972036,-37.43393284440759,10,30,90,90
1083,-36.73114015153507,-37.377419442439106,340,10,300,30
1084,-36.70482449921951,-37.75873767695586,10,330,30,360
1085,-36.8595270835269,-37.375101768528566,270,50,300,60
1086,-36.85762911315015,-37.433925545763856,70,60,90,90
1087,-36.88392788300834,-37.42825017470048,120,60,120,60
1088,-36.734477539572026,-37.42888927592688,0,300,150,210
1089,-36.79492604994442,-37.433846267683435,210,90,150,30
1090,-36.760679249297,-37.433936701384795,10,120,90,90
1091,-36.79608699875493,-37.42887553461793,70,290,90,270
1092,-36.784774490852186,-37.43393652645952,230,90,150,30
1093,-36.701449279598336,-37.43389775282691,10,340,150,30
1094,-36.76201892961885,-37.428887399637716,220,240,150,210
1095,-36.79149866907508,-37.427638828996436,190,270,120,240
1096,-36.72627468832164,-37.377441783994186,260,0,300,60
1097,-36.799212324035665,-37.8171937105117,110,160,30,180
1098,-36.867551121237,-37.43393564398983,150,60,150,30
1099,-36.87682044318706,-37.377435262024164,320,60,300,30
1100,-36.79845427983449,-37.433936964143726,200,100,150,30
1101,-36.81308350189582,-37.38427024980646,340,230,300,210
1102,-36.770790270084944,-37.42887319440561,200,300,90,270
1103,-36.76902412748581,-37.433935908527246,170,350,150,30
1104,-36.85155021724438,-37.43393558462904,170,80,150,30
1105,-36.8481962887833,-37.43393479834779,160,100,150,30
1106,-36.810689791272154,-37.37734688578843,340,40,300,30
1107,-36.7693416464991,-37.42888241938451,210,260,150,210
1108,-36.82814417610308,-37.42888878489117,120,250,90,270
1109,-36.74657795171089,-37.81720993763133,20,160,30,180
1110,-36.86677666187876,-37.38460871049983,280,250,300,270
1111,-36.71745788247242,-37.81720196619182,220,340,210,360
1112,-36.880578107494784,-37.43393661392594,130,80,90,90
1113,-36.775352099499855,-37.42885122088333,190,240,90,270
1114,-36.765169156530845,-37.428887009563084,220,250,90,270
1115,-36.746679468957495,-37.37740561984799,320,130,300,60
1116,-36.83542692355408,-37.433935282864894,180,60,150,30
1117,-36.801854804426085,-37.384555431048966,320,200,300,210
1118,-36.804144980714256,-37.42419155812675,70,240,120,240
1119,-36.81611207066493,-37.42865913828473,130,220,150,210
1120,-36.78088870537982,-37.42889133638721,200,280,90,270
1121,-36.8225649051403,-37.38461186526922,310,280,300,270
1122,-36.765840542511825,-37.42414751370086,40,300,120,240
1123,-36.72310484234555,-37.42888641606399,230,170,150,210
1124,-36.80739742357906,-37.38462275312938,260,270,300,270
1125,-36.75420199251056,-37.384622701897655,320,180,300,210
1126,-36.876054416458175,-37.38047494069656,300,230,300,240
1127,-36.88455907895431,-37.37738107951739,300,50,300,30
1128,-36.8267607810852,-37.38462436317033,260,240,300,270
1129,-36.77593074638469,-37.37743467172493,350,110,300,30
1130,-36.805084897654694,-37.43393596974789,70,130,90,90
1131,-36.80229707209048,-37.4339201829184,100,0,90,90
1132,-36.76493713406933,-37.428877982866254,10,250,150,210
1133,-36.76127443181218,-37.42877091763765,20,210,120,270
1134,-36.76852570811789,-37.42888979717492,230,270,150,210
1135,-36.81568799207605,-37.42826125252088,110,200,150,210
1136,-36.7307418112797,-37.37744332177439,310,0,300,30
1137,-36.8365730720422,-37.37733927386469,340,80,300,30
1138,-36.78374145958762,-37.42872160693801,170,200,150,210
1139,-36.71286140626859,-37.384626351886794,270,160,300,210
1140,-36.76775221378449,-37.37739444805757,290,10,300,30
1141,-36.77553650207787,-37.817200803142555,40,140,30,180
1142,-36.706493154870714,-37.75873777308499,240,150,210,180
1143,-36.73037883831293,-37.433935872610874,30,340,150,30
1144,-36.753079973585244,-37.42416083881949,240,200,120,240
1145,-36.75525888634235,-37.428885201847066,200,170,150,210
1146,-36.73890388294507,-37.38439083106988,310,170,330,210
1147,-36.785212038254116,-37.42832982973496,170,210,150,210
1148,-36.834448968535895,-37.43393612872279,60,40,90,90
1149,-36.77445530091242,-37.424441627970026,40,280,120,240
1150,-36.78090973194148,-37.42888633139876,190,250,90,270
1151,-36.76610349178608,-37.37741741191559,290,120,300,60
1152,-36.692929877839504,-37.38462521354839,330,330,300,270
1153,-36.75878006715189,-37.42867562409228,220,230,120,270
1154,-36.79366481053452,-37.42888931961764,130,170,150,210
1155,-36.70152408956011,-37.377443661763095,280,340,300,30
1156,-36.74096102454283,-37.75873185520601,210,160,210,180
1157,-36.804260796278186,-37.37741415511951,340,100,300,30
1158,-36.794957298128054,-37.42889011962055,180,300,90,270
1159,-36.82317035424043,-37.42468341185861,100,230,120,240
1160,-36.72309678893066,-37.38461630697421,290,160,300,210
1161,-36.83321485185331,-37.37744316925318,260,80,300,60
1162,-36.7531400399962,-37.8172033985426,190,340,210,360
1163,-36.84534165396522,-37.43392879039334,60,60,90,90
1164,-36.753440643237525,-37.38459388965947,280,180,300,210
1165,-36.782463305199684,-37.37744408369815,340,110,300,30
1166,-36.842717964297776,-37.375300668681376,270,40,300,60
1167,-36.82017076846236,-37.42888487357553,90,200,150,210
1168,-36.776123112904685,-37.42888561352356,0,240,150,210
1169,-36.77351924332493,-37.42888031541477,0,260,150,210
1170,-36.72321156238473,-37.377395227727305,320,0,300,30
1171,-36.77378090575638,-37.43393449851396,160,350,150,30
1172,-36.76201481651444,-37.42888941349591,20,260,150,210
1173,-36.797717908055034,-37.424188060029365,120,170,120,240
1174,-36.77945040694087,-37.433937816784805,210,30,150,30
1175,-36.803881915380344,-37.43393416390174,20,80,90,90
1176,-36.77015931868206,-37.43393337972341,190,10,150,30
1177,-36.806497299168456,-37.4288678589331,130,200,150,210
1178,-36.86806063427079,-37.38068847926857,280,240,300,240
1179,-36.85849442186327,-37.38462347453856,290,220,300,210
1180,-36.797434833120946,-37.43393219094787,40,110,90,90
1181,-36.70242999642491,-37.38462479192057,340,320,300,210
1182,-36.72533079121803,-37.42889098851063,230,310,90,270
1183,-36.779597291231454,-37.433936249756954,130,340,90,90
1184,-36.804503218451174,-37.424256343012644,180,280,120,240
1185,-36.764777066866,-37.37723275171396,280,10,300,30
1186,-36.793516210947786,-37.384568046525715,350,250,300,210
1187,-36.80176957766491,-37.43393634218174,220,60,90,90
1188,-36.816328367541445,-37.43393307110844,60,110,90,90
1189,-36.78338665014712,-37.75873529668084,70,310,30,360
1190,-36.78249735309092,-37.424169211919235,50,250,120,240
1191,-36.79460323374002,-37.75873497422356,140,150,210,180
1192,-36.815031053106026,-37.384620030349964,300,200,300,210
1193,-36.73533811723564,-37.35244828236716,240,300,240,270
1194,-36.78102549450608,-37.75874080850241,100,330,30,360
1195,-36.82673006443122,-37.43392314597631,130,20,150,30
1196,-36.836002315797884,-37.43386396333747,100,20,90,90
1197,-36.8137367319477,-37.424576858712896,70,200,120,240
1198,-36.80585404135894,-37.4287623644465,140,210,150,210
1199,-36.807386703371606,-37.43393577372967,50,110,90,90
1200,-36.73253248917439,-37.43393475137606,210,350,150,30
1201,-36.752968203332046,-37.43358665396502,30,10,120,60
1202,-36.80133194117602,-37.43393691588696,220,70,90,90
1203,-36.809177218368546,-37.433932251457065,130,10,150,30
1204,-36.80561342247512,-37.43393602359137,40,40,90,90
1205,-36.7869213985893,-37.42888350770224,190,260,90,270
1206,-36.71845252172133,-37.43393408845955,240,130,150,30
1207,-36.791860911489664,-37.42888462740541,50,180,150,210
1208,-36.82542605534135,-37.43393758244923,190,80,150,30
1209,-36.759357629788326,-37.75873608424834,50,330,30,360
1210,-36.74889499929563,-37.43390782895645,10,130,90,90
1211,-36.76260200683913,-37.43392976065431,180,350,150,30
1212,-36.76134033721755,-37.42887109588963,20,250,150,210
1213,-36.87404767675477,-37.38462769649354,310,250,300,270
1214,-36.785517795111105,-37.75873909462075,160,160,210,180
1215,-36.8208346176834,-37.380135409427254,260,230,300,240
1216,-36.804435845629456,-37.384614202800634,250,250,300,270
1217,-36.84451244890954,-37.433936259920614,80,30,90,90
1218,-36.789942646684864,-37.428775765339424,90,310,90,270
1219,-36.8137879745812,-37.43392565883704,120,10,150,30
1220,-36.775106245368164,-37.817206126801835,180,320,210,360
1221,-36.79798734114988,-37.4339375935655,120,0,150,30
1222,-36.710857505199584,-37.38462240286873,320,320,300,270
1223,-36.80945715503847,-37.433937739849,30,80,90,90
1224,-36.79990896369955,-37.81720546720251,70,140,30,180
1225,-36.777478021176336,-37.42888067333149,180,210,150,210
1226,-36.76554575633435,-37.428886459567906,210,250,90,270
1227,-36.732510512656376,-37.3846221229029,280,170,300,210
1228,-36.778193526215546,-37.384618596896814,280,190,300,210
1229,-36.80183159520752,-37.81720750246777,100,160,30,180
1230,-36.82270355003308,-37.43391458811675,160,120,150,30
1231,-36.86158342421649,-37.38453358165927,300,220,300,210
1232,-36.827132453120925,-37.433933693095895,150,120,150,30
1233,-36.69064272603978,-37.758738218606254,350,330,30,360
1234,-36.86670952973884,-37.43377091388476,140,50,150,30
1235,-36.8035181543961,-37.433934398226484,170,130,90,90
1236,-36.80209916582024,-37.81720509902857,90,150,30,180
1237,-36.818221384701815,-37.37510356083641,270,30,300,60
1238,-36.70292624193104,-37.37743904899804,290,340,300,30
1239,-36.803765160208,-37.384526341913016,270,280,300,270
1240,-36.82493935560984,-37.42888887239093,150,270,90,270
1241,-36.759531082339834,-37.428889675709826,200,190,90,270
1242,-36.82054217100216,-37.43393241024856,140,20,150,30
1243,-36.72790541925528,-37.75873946472154,220,160,210,180
1244,-36.780904545746864,-37.42888862862512,180,230,90,270
1245,-36.778607195023795,-37.37740432052624,260,20,300,60
1246,-36.82189024342367,-37.428890828447464,140,250,90,270
1247,-36.88171227948743,-37.43393512566823,120,80,90,90
1248,-36.79193104124613,-37.428687444681344,150,190,150,210
1249,-36.82985075801693,-37.43393761393676,80,20,90,90
1250,-36.77924674781411,-37.4288780528465,240,230,90,270
1251,-36.8140046413358,-37.43393645736228,100,130,90,90
1252,-36.794577255184066,-37.43377597725703,40,30,90,90
1253,-36.780819061689584,-37.43393677204145,10,40,90,90
1254,-36.76157892899164,-37.428886993248625,230,280,90,270
1255,-36.74495533046459,-37.4288872453792,20,300,150,210
1256,-36.76430676642903,-37.428738174860314,10,260,150,210
1257,-36.768046262142434,-37.4339284337739,20,120,90,90
1258,-36.76328994024914,-37.380090734814274,340,290,300,240
1259,-36.801229788018105,-37.2335524366182,150,140,150,150
1260,-36.78981066442151,-37.37744414074723,260,100,300,60
1261,-36.77482975335039,-37.42888883726263,180,180,150,210
1262,-36.76926855959903,-37.42887925180969,30,200,150,210
1263,-36.78372142046982,-37.42886688556379,240,240,90,270
1264,-36.79386719544334,-37.42831674379957,10,50,120,60
1265,-36.804061249538535,-37.23181050480113,130,140,150,150
1266,-36.75887456322596,-37.433927716604245,230,20,150,30
1267,-36.786798473001056,-37.81720626365012,160,320,210,360
1268,-36.70128412905666,-37.384624334195365,310,330,300,270
1269,-36.779575196446075,-37.42889055822607,40,210,90,270
1270,-36.79196929728175,-37.42888216978753,50,210,150,210
1271,-36.77510333481871,-37.43383715305768,170,0,150,30
1272,-36.768560616899265,-37.42888688801,30,210,90,270
1273,-36.73944874682766,-37.384561758634476,300,310,300,270
1274,-36.802442511207886,-37.428802927433765,70,270,90,270
1275,-36.7325143522871,-37.384616947280165,320,310,300,270
1276,-36.801463473662665,-37.377443325490475,330,30,300,30
1277,-36.7906835368739,-37.43393778307174,230,40,150,30
1278,-36.79275835754132,-37.75873852750729,150,150,210,180
1279,-36.78393965253798,-37.428882534738534,50,280,90,270
1280,-36.788591092680605,-37.43393482580208,110,350,150,30
1281,-36.86376435646997,-37.377437892667785,270,70,300,60
1282,-36.71771537648701,-37.43393587316737,20,350,150,30
1283,-36.75991620270261,-37.25997979717641,200,140,120,150
1284,-36.85248235079655,-37.43393248055446,70,80,90,90
1285,-36.80081930978105,-37.43393517120279,110,0,150,30
1286,-36.814126347796844,-37.42888922158346,170,280,150,210
1287,-36.706004083863206,-37.34004812771414,250,350,240,90
1288,-36.75143961000816,-37.37741765513559,320,10,300,30
1289,-36.761718063378964,-37.43392196255553,210,120,150,30
1290,-36.81416323453098,-37.42889109354397,140,230,150,210
1291,-36.83505573222189,-37.4339342794884,60,90,90,90
1292,-36.78469467212989,-37.38453544434054,310,190,300,210
1293,-36.72186595028364,-37.3846213852851,300,150,300,210
1294,-36.74124910839191,-37.35264422422463,240,190,240,270
1295,-36.81090248608885,-37.42888340981054,170,290,90,270
